Name,Aadhaar,ClaimAmount,SubsidyType,Date,FraudLabel
Ijaya Pandey,995996100231,10842,Equipment,2025-06-13,0
Azaan Sundaram,404986111724,71202,Housing,2025-04-09,0
Devansh Lall,510030762054,7691,LPG,2025-04-28,0
Nilima Sama,568506648782,27047,Equipment,2025-03-19,0
Hritik Behl,506182090892,6621,LPG,2025-02-18,0
Sanya Sarna,672450893200,5099,Healthcare,2025-06-18,0
Atharv Sabharwal,641320963587,2712,Healthcare,2024-08-07,0
Veer Srinivas,038211862050,12051,Equipment,2024-12-11,0
Rachita Goyal,786496465889,21623,Equipment,2024-09-11,0
Sai Ramaswamy,154230600230,24096,Farming,2025-02-07,0
Bhanumati Khatri,527326194112,12535,Farming,2024-11-07,0
Lakshmi Chaudhuri,186134717613,91201,Housing,2025-04-07,0
Krishna Rajan,011713594868,17746,Housing,2024-07-02,0
Tamanna Jhaveri,985916795410,93450,Housing,2024-09-14,0
Eta Vyas,678851682038,2448,LPG,2025-03-22,0
Bahadurjit Mahal,400499154788,15002,Education,2025-04-16,1
Lopa Kapadia,058098707919,20850,Equipment,2025-10-08,1
Brinda Gulati,976873503581,3837,LPG,2024-12-18,0
Kevin Amble,496964533715,7311,Healthcare,2024-11-12,0
Jasmit Ramanathan,060300863864,9676,Healthcare,2025-05-11,0
Wahab Chanda,667252793444,7277,LPG,2024-09-01,0
Jyoti Vasa,207856227192,12346,Housing,2024-09-04,0
Faras Yohannan,888993756798,8415,Healthcare,2024-10-16,1
Zansi Nayar,433931434398,16792,Farming,2025-04-07,0
Gautami Rege,225453800694,44177,Housing,2025-03-06,0
Nandini Koshy,442510110900,2844,LPG,2025-02-11,0
Gautami Peri,818632133752,16024,Education,2024-12-24,0
Oeshi Hayer,728962309130,38232,Housing,2024-09-16,0
Yatin Pal,017047640038,8760,Education,2025-01-09,0
Indali Morar,168163603891,56612,Equipment,2025-03-03,0
Luke Babu,040973101148,40346,Housing,2025-10-22,1
Laksh Sahota,722010912172,18900,Farming,2024-11-22,0
Yash Balakrishnan,106173563163,5026,Education,2025-02-22,0
Ubika Chakrabarti,616904761029,69579,Housing,2025-05-29,0
Akshay Saraf,935117486369,23363,Farming,2024-07-24,0
Vamakshi Naik,314931813722,11202,Healthcare,2025-03-24,0
Ekapad Ranganathan,552142785125,549,Healthcare,2025-03-03,0
Balvan Deo,143410369711,13512,Equipment,2024-10-18,1
Vansha Mane,071020234925,13011,Education,2025-06-21,0
Nihal Sagar,939288668980,2560,Education,2025-05-20,0
Ijaya Kala,550751604362,2915,LPG,2024-09-30,0
Dhruv Soman,199184311326,19023,Housing,2024-12-19,0
Ubika Samra,947910999937,4594,Healthcare,2025-01-22,0
Mitesh Tara,935387584282,2134,LPG,2024-09-04,0
Chandresh Som,521795832207,52697,Equipment,2025-02-16,0
Advik Mane,220138825320,11233,Healthcare,2025-06-16,0
Ikbal Khalsa,643915650870,62519,Housing,2025-03-09,0
Abeer Gill,028057312850,16993,Education,2025-05-21,1
Urmi Puri,519407234615,7296,Equipment,2024-08-30,0
William Mannan,247214506174,60670,Housing,2024-12-15,0
Pranit Savant,862075391919,15078,Farming,2024-09-19,0
Daksha Gala,990048964652,1096,Healthcare,2024-09-30,0
Oliver Bandi,602769347796,14471,Housing,2024-12-15,0
Oliver Khare,110992959895,79115,Housing,2025-04-26,0
Jeevika Pandey,070916170846,12949,Education,2024-12-25,0
Reva Kadakia,226577607964,14495,Healthcare,2024-10-10,0
Urvi Radhakrishnan,473081690350,18867,LPG,2025-05-21,1
Saksham Aggarwal,894094347479,31677,Equipment,2025-03-06,0
Kamya Date,602529867076,79422,Housing,2024-12-03,0
Ishita Swamy,115184063508,48979,Farming,2025-10-08,1
Warjas Raman,402451719494,2353,LPG,2024-10-29,0
Yatan Palla,460768231457,20624,Housing,2024-08-27,0
Omisha Ramesh,497535374952,2712,LPG,2025-05-30,0
Dalaja Suresh,534009467480,2191,LPG,2024-12-03,0
Bina Agrawal,414528784759,6995,Education,2025-02-24,0
Idika Pau,417569430721,32657,Equipment,2025-03-17,0
Ganga Murthy,291146786691,24392,Farming,2025-05-25,0
Ati Bahri,967277041256,19835,Farming,2025-03-19,0
Andrew Chaudhry,675916449153,18825,Farming,2025-04-13,0
Vaishnavi Ganesan,159517743402,13035,Education,2024-08-01,0
Nathan Vig,959911294640,4499,Farming,2024-08-24,0
Nachiket Aurora,871170233921,5532,Healthcare,2025-02-27,0
Avi Gala,085321757514,27230,Equipment,2025-01-06,0
Ekaraj Vora,857346986758,7369,Healthcare,2024-08-17,0
Hiral Sathe,723200249685,5293,LPG,2025-04-04,0
Yuvraj Mane,813866675485,18932,LPG,2025-05-07,1
Sai Patil,286209297352,25544,Equipment,2025-05-12,0
Waida Rattan,353497248689,12668,Healthcare,2025-05-30,0
Jagat Patel,625157595149,12171,Education,2025-01-20,0
Zaid Borde,768403714179,6144,Equipment,2024-10-05,0
Jagat Rege,723163160378,9225,Equipment,2025-05-30,0
Aarnav Lal,823927541387,8704,Education,2024-12-11,0
Yamini Cherian,401577466219,10620,Healthcare,2025-03-19,0
Tristan Varghese,598711969021,14491,Farming,2025-04-04,0
Anita Swamy,503423622033,4473,LPG,2024-10-02,0
Balhaar Naidu,491344049634,14897,Education,2025-01-23,0
Rushil Patel,592061658129,3611,Farming,2025-01-05,0
Bhavini Malhotra,348208493153,12758,Education,2025-10-10,1
Qarin Lad,289210758643,5153,LPG,2024-10-30,0
Elijah Joshi,264813122430,19457,Equipment,2025-06-24,0
Jonathan Ramesh,476842838883,15853,Education,2025-01-08,0
Neha Sheth,723967783907,7310,LPG,2025-01-25,0
Krisha Saini,259792703352,51902,Equipment,2024-08-27,0
Ekantika Dey,947998288684,17486,Housing,2025-05-19,1
Vansha Walla,624314356034,3257,Education,2024-11-18,0
Hitesh Sharaf,566059993219,79087,Housing,2025-01-22,0
Hemal Bail,435409743441,97275,Housing,2025-04-06,0
Zinal Mallick,579401541506,11884,Healthcare,2025-04-12,0
Adweta Manda,990421020275,9078,Farming,2024-07-14,1
Yash Anand,787282174779,24462,Farming,2024-10-22,0
Harshil Swaminathan,638723951745,8763,Equipment,2025-03-30,0
Teerth Hora,972754581430,9909,Farming,2025-05-17,1
Amruta Karnik,517507963132,5968,LPG,2025-06-05,0
Ekaja Panchal,739211219618,3534,Equipment,2025-05-05,1
Abhiram Arora,271850814635,1301,Healthcare,2024-07-08,0
Madhavi Raj,003570583349,3088,LPG,2025-03-07,0
Fariq Malhotra,259611595338,16603,LPG,2025-05-03,1
Harinakshi Karan,265284615965,2980,LPG,2024-08-31,0
Banjeet Virk,994696693233,30366,Equipment,2024-07-15,0
Niharika Maharaj,442213843321,22323,Farming,2024-10-26,0
Bhavini Malhotra,348208493153,8154,Healthcare,2024-10-06,0
Krishna Soman,937416089899,77366,Housing,2024-07-12,1
Michael Keer,814962340216,11455,Healthcare,2025-05-12,1
Oni Dubey,984902770384,3739,Farming,2025-05-03,0
Yagnesh Talwar,742696934453,75752,Housing,2024-07-15,0
Vasatika Ahuja,041813599898,7004,Healthcare,2024-09-14,0
Saumya Kapoor,821608799996,8911,Housing,2025-05-16,1
Gautam Savant,825123819626,16150,Equipment,2024-10-25,0
Sara Rout,029990761918,15355,Education,2024-12-06,0
Adweta Raj,984257991366,5388,Farming,2024-10-12,0
Shivani Yohannan,329668516122,4152,Farming,2024-11-30,1
Chaitaly Nair,321367886455,2366,LPG,2024-08-26,0
Ridhi Dutta,446358521101,86489,Housing,2025-05-04,0
Krish Acharya,863735332702,11740,Healthcare,2025-04-30,0
Xavier Parikh,182762434045,11384,Healthcare,2024-12-01,0
Krishna Atwal,045762745116,11890,Education,2024-12-30,0
Anay Magar,440489021772,10229,Education,2024-12-01,0
Arunima Dutta,860489940185,17604,Education,2024-11-28,0
Maanav Arora,631284209274,4062,Healthcare,2025-04-17,0
Faras Kapur,492638987495,5458,LPG,2024-07-28,0
Watika Mane,343638564931,87113,Housing,2025-03-11,0
Raagini Khosla,148186451625,2525,Education,2024-08-02,0
Janya Keer,305858219645,14416,Healthcare,2025-01-31,0
Dipta Ray,065274033445,442536,Education,2025-01-12,1
Girindra Pillay,643611037129,4810,Education,2025-03-07,1
Yash Kibe,780766154580,57274,Equipment,2025-02-04,0
Forum Sen,156495254920,69393,Housing,2024-11-19,0
Veda Dutta,415365904907,10095,Healthcare,2025-01-04,0
Urvashi Ray,940139904902,56706,Housing,2025-02-12,0
Aryan Raj,750926322399,2644,Healthcare,2024-10-31,0
Anay Shankar,238207511348,40554,Housing,2025-02-16,0
Krish Ravel,817831357190,10486,Healthcare,2025-06-20,0
Upasna Padmanabhan,046008236962,90081,Housing,2025-04-15,0
Jason Krishna,387129514520,5899,LPG,2025-03-20,0
Oliver Majumdar,549808513313,34607,Equipment,2024-07-21,0
Vritti Narang,449142234719,52454,Equipment,2024-12-22,0
Sanaya Dutt,915478872874,20793,Farming,2024-12-17,0
Charvi Dara,055281832538,13682,Education,2025-04-24,0
Janaki Nagar,118098166089,14620,Healthcare,2025-06-01,0
Bhavya Khurana,744303208140,11284,Education,2024-08-26,0
Ekaraj Solanki,643044979697,68154,Housing,2024-08-18,0
Sanaya Parekh,235107651917,6876,Equipment,2025-06-18,0
Harrison Bahl,534262570346,22571,Farming,2025-04-06,0
Vasatika Master,121690907939,48532,Equipment,2025-04-15,0
Wyatt Gera,287105260610,4557,LPG,2024-09-07,0
Ikbal Jayaraman,818102105025,19814,Housing,2025-10-13,1
Vedhika Mall,361607599110,14880,Education,2024-07-12,0
Advika Patel,204844376282,5911,LPG,2025-04-19,0
Manthan Borah,440601461205,59196,Equipment,2024-11-18,0
Yuvraj Kapadia,743256740536,9934,Farming,2025-05-29,0
Maanas Sarraf,087467409061,2906,LPG,2025-01-11,0
Pooja Ganguly,668637218589,21530,Farming,2025-03-20,0
Lipika Singh,591832700046,48300,Housing,2024-12-07,0
Abeer Kalita,067913384346,14130,Healthcare,2025-05-19,1
Urishilla Pathak,474938827963,19132,Education,2024-08-26,0
Vasatika Khurana,361584564637,15074,Education,2024-09-14,0
Ati Reddy,743418424350,5984,Education,2025-05-17,1
Lakshit Prasad,089197459185,7638,Farming,2025-05-22,1
Gaurang Rout,218518888806,15188,Farming,2024-08-23,1
Siya Bumb,858913089817,31952,Farming,2025-10-11,1
Ishanvi Bansal,757707960616,4496,Healthcare,2024-10-17,0
Radha Rai,755134827676,9762,Healthcare,2024-11-30,0
Champak Walia,582339895111,16782,Farming,2025-05-14,0
Ganga Murthy,238061744518,24392,Farming,2025-05-25,1
Raksha Sura,136716168498,46199,Equipment,2025-04-17,0
Raghav Dhar,535243779507,54198,Equipment,2025-06-15,0
Charles Dyal,186766100898,31446,Equipment,2025-01-14,0
Vrinda Agrawal,598484716936,10382,Equipment,2025-06-12,0
Oviya Kibe,378866364653,8147,Farming,2025-02-13,0
Ojasvi Savant,890901001676,5795,Healthcare,2024-07-15,1
Ucchal Nagar,434502664273,14084,Healthcare,2025-02-07,0
Theodore Sami,266897427571,14900,LPG,2025-05-15,1
Daksha Padmanabhan,109104300684,17984,Farming,2025-04-06,1
Samaksh Dewan,269447353414,18568,Equipment,2024-08-07,0
Ati Chaudhuri,329085050487,10819,Equipment,2025-04-26,0
Chaaya Date,152646514989,5086,Healthcare,2024-09-21,0
Oeshi Din,804133780143,24873,Equipment,2024-12-19,0
Ethan Jaggi,350248552568,94536,Housing,2025-05-18,0
Yutika Swamy,948847555413,42366,Equipment,2025-01-10,0
Vritti Bajwa,650074435250,19687,Education,2024-08-14,0
Udyati Mohanty,186210427523,6894,Equipment,2025-06-11,0
Kashish Lad,877006239459,13849,Equipment,2025-05-02,1
Janani Dewan,288959470396,13167,Healthcare,2025-02-02,0
Teerth Sawhney,393769042681,1549,Healthcare,2024-11-28,0
Rajeshri Padmanabhan,733167198846,20331,Housing,2024-10-27,0
Ekalinga Rama,843361137118,7730,Education,2025-06-05,0
Lekha Bahri,071384568458,17980,Housing,2024-09-20,0
George Rau,617832250915,50234,Equipment,2025-02-17,0
Yatan Bhagat,675858834625,34273,Equipment,2024-11-27,0
Girindra Bumb,979270237295,273132,Farming,2024-10-19,1
Logan Devan,661815159472,4343,Healthcare,2024-08-15,0
Logan Nazareth,798802720993,2565,LPG,2025-01-03,0
Balveer Sundaram,535841438424,21871,Farming,2024-09-29,1
Vrinda Kade,535560932048,1489,Healthcare,2025-01-20,1
Alexander Krish,575842768612,217076,Housing,2025-04-19,1
Nitesh Raghavan,464743671369,5236,LPG,2025-06-24,0
Hemang Badami,926540162429,18248,Education,2025-05-06,1
Ansh Sankaran,654310278681,11450,Healthcare,2025-01-09,1
Yoshita Bora,859131303889,6444,Healthcare,2024-12-25,0
Irya Subramanian,247993956196,13519,Education,2025-10-09,1
Aradhana Tailor,557261694963,92247,Housing,2025-03-17,0
Madhav Din,174919538088,2664,LPG,2025-03-09,0
Rishi Contractor,508276817225,51783,Housing,2024-11-11,0
Tanish Goswami,140771421054,10280,Farming,2024-08-13,0
Meghana Khare,436812811731,7724,Education,2025-06-14,0
Guneet Hora,337399205222,14350,Healthcare,2025-05-11,0
Nirja Kapadia,357225742367,6714,LPG,2025-06-19,0
Lipika Mani,484075903446,45898,Farming,2025-10-08,1
Yachana Varghese,796637958187,84230,Housing,2024-12-02,0
Pushti Konda,999663309235,41736,Housing,2024-07-02,0
Nitara Randhawa,611955309373,11274,Equipment,2024-10-06,0
Devansh Oommen,738640067246,28195,Housing,2024-07-20,0
Charan Agate,374457199167,9194,Farming,2024-09-14,0
Neel Hayer,000591186247,11406,Healthcare,2025-05-16,0
Nakul Sarma,201836675254,5601,Healthcare,2025-05-24,1
Upkaar Reddy,302585346581,2865,LPG,2025-05-15,0
Ayaan Atwal,357686621380,7427,LPG,2024-12-31,0
Abdul Chand,108143561403,4695,Healthcare,2024-12-11,0
Nathaniel Parekh,751863637454,2603,Healthcare,2025-04-14,1
Daniel Sani,577884620542,5127,Housing,2025-05-13,1
Tejas Vora,036029193051,13243,Farming,2025-05-05,0
Radhika Bora,299687225893,99477,Housing,2024-07-20,0
Frederick D’Alia,632570396531,23254,Farming,2025-01-10,0
Sathvik Swamy,067456865240,22758,Housing,2024-09-03,0
Maya Baria,432922014536,8977,Housing,2025-05-10,1
Zehaan Devan,996321553397,2813,LPG,2025-03-11,0
Lakshit Prasad,089197459185,12282,LPG,2025-05-21,1
Turvi Lad,590058198365,15744,Education,2025-01-21,0
Aashi Cherian,224302320001,5847,Farming,2025-03-27,0
Wriddhish Arya,684908564320,81065,Housing,2024-12-17,0
Mitali Sodhi,718718036313,19560,Equipment,2025-05-07,0
Tanay Kata,824008427109,14158,Healthcare,2024-07-06,1
Quincy Taneja,158770069351,33140,Housing,2024-08-21,0
Indira Yohannan,567794668532,2258,LPG,2024-11-28,0
Vedika Seshadri,279970292712,7959,Education,2025-06-07,0
Utkarsh Agate,636892445267,12298,Healthcare,2025-04-19,0
Vihaan Behl,940275942501,43613,Housing,2025-01-03,0
Ekantika Prabhu,506978209938,22095,Housing,2024-08-30,0
Wishi Gopal,921581927724,3123,LPG,2025-02-15,0
Aachal Bhalla,235786529412,5482,Healthcare,2025-03-04,0
Zinal Bains,091116091453,18364,Education,2025-04-23,0
Varsha Prabhakar,918451920849,28460,Equipment,2024-11-05,0
Qabil Kaul,286619828590,1769,LPG,2024-09-04,0
Yatan Dora,687611249125,69088,Housing,2024-09-11,0
Vrishti Wable,358681225957,52226,Equipment,2024-09-10,0
Zayan Magar,810592512118,11053,Healthcare,2024-11-22,0
Meghana Deol,306665575184,49490,Equipment,2024-10-11,0
Kavya Sampath,201487354462,7846,LPG,2025-05-12,0
Yasti Chandra,270599446173,2972,LPG,2024-07-29,0
Dev Dua,792341024250,5444,LPG,2025-01-16,0
Laksh Basu,648116595585,14014,Healthcare,2024-09-24,0
Ayush Dugal,291018861626,4377,Healthcare,2025-04-10,0
Vedant Venkatesh,521705726779,3297,Healthcare,2024-07-23,0
Chandran Warrior,852946902177,8043,Education,2025-05-25,1
Warda Manne,205061497310,13690,Healthcare,2025-03-04,1
Joshua Gopal,300636210516,1867,LPG,2025-03-19,0
Girish Gara,018769270438,5301,Healthcare,2024-09-14,0
Urvashi Kibe,726961912380,1797,LPG,2025-06-11,0
Kashvi Kale,214099149214,17465,Education,2024-08-22,0
Frederick Nadkarni,543170678367,89307,Housing,2025-06-14,0
Triya Chhabra,714926273506,2941,Education,2024-08-09,0
Lavanya Sami,301643032977,20358,Equipment,2025-05-26,0
Yuvraj Andra,073495381013,17825,Housing,2024-08-13,0
Yahvi Kar,973750700782,2145,Healthcare,2025-03-12,0
Yoshita Devi,993386345872,11461,Farming,2024-11-05,0
Ojas Suri,974005643502,15035,Farming,2024-12-16,0
Daniel Dewan,999007256687,23647,Farming,2024-07-30,0
Mason Varughese,537337773126,437367,Healthcare,2025-04-04,1
Prisha Misra,496013348536,1947,Healthcare,2024-07-30,0
Victor Kannan,711671902294,19890,Education,2024-08-30,0
Harrison Dalal,861997078393,9404,Equipment,2024-09-04,0
Qasim Sethi,089872690594,18742,Housing,2025-03-10,0
Devansh Oommen,309232719374,28195,Housing,2024-07-20,1
Peter Shan,731267731922,68683,Housing,2025-06-11,0
Vasudha Thaker,023712506821,57605,Equipment,2024-07-04,0
Sudiksha Nayar,761308167720,32680,Equipment,2025-05-14,0
Yahvi Ganesh,672075914456,95613,Housing,2024-08-09,0
Faras Brar,982029016651,1954,LPG,2024-11-12,0
Laban Solanki,625691539305,11927,Healthcare,2024-08-11,0
Urishilla Agrawal,005625612097,20818,Farming,2024-09-28,0
Rajata Lata,322223260175,2435,LPG,2025-05-16,0
Raghav Kibe,439599534283,8990,Education,2024-12-06,1
Gauri Anand,307177613500,4500,Equipment,2025-05-17,1
Yashica Saran,582637478882,3653,LPG,2025-05-14,0
Darpan Char,777842659798,2975,LPG,2024-09-29,0
Pahal Dasgupta,069932323673,72642,Housing,2025-06-17,0
Lipika Chad,446306000258,37997,Equipment,2024-12-19,0
Maanas Arya,094765118615,99072,Housing,2024-07-05,0
Tara Sangha,133010753502,11157,Housing,2025-05-12,1
Irya Upadhyay,161199588242,41558,Equipment,2025-05-29,0
Vedant Ratti,020852545684,63452,Housing,2025-05-04,0
Ojas Naidu,768898833757,9371,Equipment,2025-05-18,1
Tanish Mitter,121234960593,13811,Housing,2025-01-17,0
Warinder Tripathi,402323585935,1311,Healthcare,2024-10-14,0
Kalpit Brar,715675665051,11055,Healthcare,2025-02-02,0
Ekbal Lala,854281188726,14101,Healthcare,2024-09-25,0
Kashish Shanker,107983342337,3885,Farming,2025-05-08,0
Abha Wadhwa,091894420692,45064,Equipment,2025-01-13,0
Falguni Babu,528905665183,58808,Housing,2024-12-03,0
Sanaya Mani,700516271361,7388,LPG,2024-12-17,1
Dayita Goswami,941818478621,13712,Healthcare,2024-10-15,0
Urishilla Bedi,217503619202,23343,Equipment,2025-05-15,0
Vanya Nadig,685501619669,11075,Healthcare,2025-04-07,0
Advik Chakrabarti,918281247966,92052,Housing,2025-06-04,0
Aarnav Bhat,476222147119,2339,LPG,2025-01-20,0
Upma Kamdar,074869702672,17434,Education,2025-01-10,0
Wyatt Modi,327532969486,22196,Farming,2025-06-04,0
Dipta Ramachandran,604805735884,3740,LPG,2025-04-11,0
Omaja Gola,176592059483,12255,Housing,2025-04-18,0
Hemani Chatterjee,645618468915,39939,Equipment,2024-10-09,0
Warhi Batta,921518260688,7584,Healthcare,2025-03-23,0
Leena Salvi,492738681337,12232,Equipment,2025-06-23,0
Harish Raval,648409270290,91650,Housing,2024-11-08,0
Falak Divan,557325737553,58429,Equipment,2024-11-10,0
Jyoti Chad,892823131979,10849,LPG,2025-05-17,1
Dakshesh Gill,015819956046,3433,Healthcare,2025-04-10,1
Abeer Bhattacharyya,136930052214,2565,LPG,2025-02-03,0
Unnati Venkatesh,152290401507,24849,Housing,2024-11-16,0
Alka Sanghvi,363750605033,14544,Healthcare,2025-05-08,1
Gautami Lad,069570713080,17497,Farming,2025-03-18,0
Vihaan Sarraf,422880326029,68253,Housing,2025-06-25,0
Pahal Pandya,476889386161,55738,Equipment,2025-06-06,0
Bahadurjit Karpe,390408086283,6231,LPG,2024-12-15,0
Bhavya Bose,688501627629,7049,Farming,2025-02-07,0
Farhan Sharaf,603768118723,16799,Equipment,2025-01-06,0
Indrajit Atwal,381013624083,12971,Education,2025-06-14,0
Pooja Ramanathan,447489047607,10985,LPG,2025-05-15,1
Chaaya Solanki,737715787293,9038,Education,2025-04-02,0
Pooja Saxena,897773824382,7028,Education,2024-09-24,0
Qabil Sane,569654209582,12895,Farming,2024-12-10,0
Rachita Behl,264269226640,12708,Education,2024-11-11,0
Nisha Vig,896713605494,5575,Healthcare,2025-05-11,1
Ridhi Kale,721412702295,41351,Equipment,2025-02-23,0
Leela Chander,976034611738,28446,Housing,2024-12-27,0
Nicholas Mall,253844366520,2189,LPG,2024-09-29,0
Nakul Sarma,201836675254,18588,Housing,2025-05-23,1
Lajita Trivedi,944946672010,2500,Healthcare,2025-05-26,0
Jalsa Pillay,756041776561,18366,Farming,2025-03-17,0
Arin Saini,015466807978,2648,LPG,2025-01-01,0
Divya Shanker,882005508569,11014,Education,2025-06-25,0
Saumya Bhandari,196433562395,5098,Education,2024-08-09,0
Eta Garde,991201116282,7580,Equipment,2024-12-26,0
Atharv Nayar,464471060606,96345,Housing,2024-10-30,0
Prisha Dhaliwal,606419337552,8497,Education,2024-07-29,0
Frederick Nath,120830370056,45180,Equipment,2024-11-13,0
Saumya Apte,479416123652,9553,Healthcare,2025-05-10,0
Oeshi Mani,799899246924,12009,Housing,2025-03-28,0
Ansh Maharaj,663630512816,21276,Farming,2025-05-13,0
Frederick Zachariah,952786903004,2126,LPG,2025-04-27,0
Geetika Chand,476605313978,13168,Farming,2025-03-02,0
Tanish Gour,533002702750,85813,Housing,2025-05-10,0
Sanaya Panchal,677196666102,6352,LPG,2024-11-01,0
Yuvraj Rao,772971306667,12002,LPG,2025-05-05,1
Aachal Sandal,635294614262,6880,Education,2025-03-19,0
Garima Srinivas,772011040838,3104,LPG,2025-02-25,0
Naksh Murty,409727946849,3101,LPG,2024-10-05,0
Ayushman Nagar,789990114003,7473,LPG,2025-03-01,0
Tara Malhotra,454069143876,28653,Housing,2025-05-26,0
Jacob Pillai,249864094665,5185,LPG,2025-02-17,0
Ekaja Panchal,739211219618,7426,Education,2025-05-03,1
Daksha Saran,673332973239,36018,Housing,2024-07-21,0
Yauvani Ganesan,647401925531,97704,Housing,2024-12-15,0
Theodore Balay,262316750115,21702,Farming,2025-05-22,0
Azaan Varghese,943315216644,20723,Equipment,2024-12-21,0
Dalbir Virk,810905654636,15408,Equipment,2025-05-17,1
Nathan Bail,050099119715,907,Healthcare,2025-01-07,0
Anika Ramaswamy,672427420784,16940,Farming,2024-08-30,0
Harita Barman,746885016261,57424,Equipment,2025-03-20,0
Isaac Dey,718466090351,303472,Equipment,2024-07-27,1
